network,subset_name,eval_subset,seed,optimizer,layers,accuracy,precision,recall,f1,precision_w,recall_w,f1_w
EfficientNetV2B0_20_epochs,comparison,microscope,10,AdamW,flatten_dense,0.7974683544303798,0.7982272360999194,0.7966971300304634,0.7969477911646586,0.7979742755434062,0.7974683544303798,0.7972080727975192,"[[59 18]
 [14 67]]"
EfficientNetV2B0_20_epochs,comparison,phone,10,AdamW,flatten_dense,0.7272727272727273,0.7160168598524763,0.6787271142109852,0.6857142857142857,0.7220040233738864,0.7272727272727273,0.7145743145743146,"[[54  8]
 [19 18]]"
EfficientNetV2B0_20_epochs,comparison,fresh,10,AdamW,flatten_dense,0.7857142857142857,0.7786561264822134,0.7786561264822134,0.7786561264822134,0.7857142857142857,0.7857142857142857,0.7857142857142857,"[[81 18]
 [18 51]]"
EfficientNetV2B0_20_epochs,comparison,dried,10,AdamW,flatten_dense,0.7415730337078652,0.7451874366767983,0.7469387755102042,0.7414424655803966,0.7516933620208782,0.7415730337078652,0.742030022154005,"[[32  8]
 [15 34]]"
EfficientNetV2B0_20_epochs,comparison,comparison,10,AdamW,flatten_dense,0.7704280155642024,0.7698691842527459,0.7666443116693087,0.7676702673714855,0.7702044830396197,0.7704280155642024,0.7697385785160231,"[[113  26]
 [ 33  85]]"
